iter	Logloss
279	0.01174602011
280	0.01156509544
281	0.01152202077
282	0.01148531787
283	0.01136470745
284	0.01132295256
285	0.01130295252
286	0.01121132521
287	0.01116056352
288	0.01108827636
289	0.01101070558
290	0.01091368616
291	0.01085410638
292	0.01079799553
293	0.01076264743
294	0.01071944169
295	0.01068969925
296	0.0106469986
297	0.01057231596
298	0.01054051928
299	0.01030571992
300	0.0102975425
301	0.01029156283
302	0.01024584974
303	0.01011542347
304	0.01001492948
305	0.009992178017
306	0.009862942718
307	0.009780829552
308	0.009763507481
309	0.009721972931
310	0.009696288131
311	0.00954329007
312	0.00952869569
313	0.009425729372
314	0.009347499264
315	0.009317748355
316	0.009298767524
317	0.009279169743
318	0.009191681423
319	0.009142976802
320	0.009137105038
321	0.009116760927
322	0.009002444303
323	0.00892559612
324	0.008895820916
325	0.008829178968
326	0.008785256842
327	0.008721718856
328	0.008698938017
329	0.008631812453
330	0.008593084123
331	0.008555210032
332	0.008519633686
333	0.008497708217
334	0.008456493441
335	0.008439932954
336	0.008336838953
337	0.008254084542
338	0.00823825852
339	0.008196353912
340	0.008106067847
341	0.008067142342
342	0.008038128722
343	0.007983148945
344	0.007969153436
345	0.007916156715
346	0.007891256662
347	0.007878662851
348	0.007840514748
349	0.007804791509
350	0.007777660379
351	0.007763932667
352	0.007745407204
353	0.007741207195
354	0.007708422946
355	0.007684535325
356	0.007677775989
357	0.007675376549
358	0.007551790979
359	0.007537495468
360	0.007511765471
361	0.007501204432
362	0.007412704811
363	0.007297823214
364	0.007287002288
365	0.007252131028
366	0.007224351874
367	0.007142449442
368	0.007100027319
369	0.007088556674
370	0.007054292195
371	0.007044596695
372	0.007024413601
373	0.007006248592
374	0.006918871007
375	0.00690242182
376	0.006875736454
377	0.00683405614
378	0.006813301294
379	0.006796198999
380	0.006766194981
381	0.00676182096
382	0.006706993727
383	0.006695702178
384	0.006636406008
385	0.006611619515
386	0.006576119441
387	0.0065642471
388	0.006521598988
389	0.006498022667
390	0.006479324888
391	0.006468933905
392	0.006456289811
393	0.006445176229
394	0.006436247396
395	0.006372354607
396	0.006294688907
397	0.006275457794
398	0.006268814842
399	0.00625549278
400	0.006201982498
401	0.006167017453
402	0.006123793634
403	0.006109703209
404	0.00610258116
405	0.006094807132
406	0.006042110976
407	0.0060350539
408	0.006012933514
409	0.005995464551
410	0.005986175831
411	0.005938855393
412	0.005852353516
413	0.005846475538
414	0.005838781736
415	0.005823343851
416	0.005758900213
417	0.005687548651
418	0.005661966676
419	0.005642801099
420	0.005613984655
421	0.005595416819
422	0.005587671605
423	0.005583337133
424	0.005572624681
425	0.005564102064
426	0.005549054575
427	0.005533118949
428	0.005516682756
429	0.005497992321
430	0.005477826742
431	0.0054076362
432	0.005395794932
433	0.005362053053
434	0.005355644565
435	0.005348327601
436	0.005337717409
437	0.005310929782
438	0.005302845019
439	0.005297061956
440	0.005283186786
441	0.005275245526
442	0.005268457377
443	0.005256544357
444	0.005246373149
445	0.005233961259
446	0.005221293436
447	0.005217077608
448	0.005169471858
449	0.005159741894
450	0.005143179148
451	0.005132390425
452	0.005071563178
453	0.005060157505
454	0.00505440721
455	0.005014627466
456	0.004997363023
457	0.004989023457
458	0.004979704794
459	0.004959858989
460	0.004953825078
461	0.004948196253
462	0.004938622787
463	0.004931622772
464	0.004924176429
465	0.004916928391
466	0.004913215954
467	0.004902584293
468	0.004861795507
469	0.004812511223
470	0.004805157535
471	0.004776199847
472	0.004769280623
473	0.00476486875
474	0.004754449519
475	0.004731180261
476	0.004711887565
477	0.004687373672
478	0.004674191724
479	0.004600937333
480	0.004558597978
481	0.004532291991
482	0.004517679248
483	0.00449963373
484	0.004495303495
485	0.004481481997
486	0.004468884231
487	0.004429143752
488	0.004422036392
489	0.004415011519
490	0.004409913203
491	0.004406392292
492	0.004402069119
493	0.00436771594
494	0.004342798938
495	0.004334073779
496	0.00432432856
497	0.004300900263
498	0.004293776801
499	0.004265244256
500	0.004257725031
501	0.004254266267
502	0.004251361741
503	0.004234605208
504	0.004195509364
505	0.004189298899
506	0.004184430244
507	0.004181990126
508	0.004171201403
509	0.004133762059
510	0.004125925319
511	0.004106729799
512	0.004093625252
513	0.004089039649
514	0.004084715911
515	0.004082320991
516	0.004027932459
517	0.004019262384
518	0.00401439147
519	0.004000430141
520	0.003995372221
521	0.003978440547
522	0.00397618913
523	0.00396933855
524	0.003934418421
525	0.003923229132
526	0.00390311553
527	0.003899852811
528	0.003855796787
529	0.00385155497
530	0.003844769645
531	0.003841520486
532	0.003839388278
533	0.003804569561
534	0.00378616811
535	0.003778543235
536	0.003774061587
537	0.003769870053
538	0.003767734455
539	0.003733530146
540	0.003728602735
541	0.003723220803
542	0.003720839724
543	0.003715423894
544	0.003712089141
545	0.003710192527
546	0.003701177819
547	0.003691699833
548	0.003664729155
549	0.003646903976
550	0.003620159852
551	0.003613534697
552	0.003609430733
553	0.00360522451
554	0.003601586649
555	0.003571528959
556	0.003566285445
557	0.003560320461
558	0.003524912477
559	0.003495134731
560	0.003491170598
561	0.003463205568
562	0.003456227305
563	0.00344082473
564	0.003434851271
565	0.003430661714
566	0.003424581758
567	0.003419574403
568	0.003415572982
569	0.00339855402
570	0.00336886554
571	0.003361650835
572	0.003355634156
573	0.003351492057
574	0.003349522279
575	0.003346879618
576	0.003342584129
577	0.003320134929
578	0.003318566847
579	0.00331014649
580	0.003308312588
581	0.003291453795
582	0.003265641594
583	0.003250010206
584	0.00324553562
585	0.003240362163
586	0.003237094359
587	0.003234701699
588	0.003232108191
589	0.003200591175
590	0.003195768284
591	0.003193062346
592	0.003186970525
593	0.003183642552
594	0.003156698146
595	0.003143522412
596	0.003132611654
597	0.003124189038
598	0.003115880546
599	0.003111437599
600	0.003107440415
601	0.003082622284
602	0.003058492855
603	0.003054664033
604	0.003034704952
605	0.003011293321
606	0.003008148399
607	0.003003765621
608	0.002997292162
609	0.002991174352
610	0.002984885638
611	0.002982570662
612	0.002977987036
613	0.002971409339
614	0.00294837963
615	0.002945230753
616	0.00294357284
617	0.002921169403
618	0.002917300468
619	0.002907144797
620	0.002900239416
621	0.002897234325
622	0.002895360027
623	0.002892650417
624	0.00287342128
625	0.002866048383
626	0.002863268152
627	0.002855454293
628	0.00282655282
629	0.002823595752
630	0.002822238687
631	0.00281862964
632	0.002816566076
633	0.002803440908
634	0.002792563766
635	0.002771572479
636	0.002765966818
637	0.002747130055
638	0.002745275249
639	0.002738914219
640	0.002737532295
641	0.002730596687
642	0.002725924926
643	0.002724157408
644	0.002707456243
645	0.00270536895
646	0.002700931088
647	0.002695073731
648	0.00269159604
649	0.002681924834
650	0.002666979604
651	0.002660181568
652	0.002658225349
653	0.002645334361
654	0.002637343949
655	0.002634569367
656	0.002616380628
657	0.002597808273
658	0.002582711914
659	0.00257421924
660	0.002572515847
661	0.002563333059
662	0.002549023142
663	0.002539162387
664	0.002533335539
665	0.002511640013
666	0.002510028428
667	0.00249473687
668	0.002493150709
669	0.002484796736
670	0.002482521025
671	0.002481423848
672	0.002466262234
673	0.002451863899
674	0.002442176873
675	0.002428179386
676	0.002410631609
677	0.002396947682
678	0.002383486637
679	0.002381960363
680	0.002367909768
681	0.002357911442
682	0.002352732335
683	0.002337546286
684	0.002333544442
685	0.002331822969
686	0.002320012634
687	0.00231281954
688	0.002299103127
689	0.002297537304
690	0.00228694957
691	0.002274609996
692	0.002273281039
693	0.002270447558
694	0.002258293719
695	0.002246092281
696	0.002234384488
697	0.002225513989
698	0.002216805496
699	0.002214187694
700	0.002212214526
701	0.002201022695
702	0.002193973386
703	0.002181260224
704	0.002175470664
705	0.002162972615
706	0.002160157355
707	0.002150824285
708	0.002149218208
709	0.002144984583
710	0.002137648692
711	0.002135994451
712	0.002122929876
713	0.002115140735
714	0.002112562905
715	0.002104019384
716	0.002092414699
717	0.002089826699
718	0.002088384606
719	0.002080650691
720	0.002069123972
721	0.002058531153
722	0.002046693275
723	0.002044076462
724	0.002037594386
725	0.002030972903
726	0.002028069507
727	0.00202400368
728	0.002018092509
729	0.002011031195
730	0.001999472979
731	0.001995339778
732	0.001987786231
733	0.001985746114
734	0.001981860089
735	0.001978022792
736	0.001974620525
737	0.001970913173
738	0.001967282798
739	0.001963324456
740	0.001959805099
741	0.001952940254
742	0.00195124364
743	0.001941537405
744	0.001937179486
745	0.001932799957
746	0.001928276784
747	0.001924351493
748	0.001917416309
749	0.001913983392
750	0.001908614313
751	0.001902085769
752	0.001896264429
753	0.001893695214
754	0.001889044357
755	0.001884222596
756	0.001879308179
757	0.001873686133
758	0.001870599403
759	0.00186759629
760	0.001864550662
761	0.001854568155
762	0.001847679299
763	0.001843911777
764	0.001835579979
765	0.001826701712
766	0.001822782213
767	0.001818743645
768	0.001815815672
769	0.001812505072
770	0.001809079641
771	0.001802501379
772	0.001798965213
773	0.001796245999
774	0.001793206868
775	0.001790478331
776	0.001784791314
777	0.001778502882
778	0.001776607398
779	0.001775386492
780	0.001772682814
781	0.001768714444
782	0.001760858778
783	0.001757708488
784	0.001756621057
785	0.001754021616
786	0.001749200561
787	0.001745259592
788	0.001742694898
789	0.001740225683
790	0.00173774065
791	0.001735142481
792	0.001732171288
793	0.001729724249
794	0.001727330459
795	0.001724309266
796	0.001721217875
797	0.00171962903
798	0.001716553741
799	0.001712240879
800	0.001709879716
801	0.001708280136
802	0.001705806685
803	0.001704256964
804	0.001700583369
805	0.001697801301
806	0.001695494657
807	0.001693191404
808	0.001690394929
809	0.001686661023
810	0.001684387007
811	0.001680918779
812	0.0016780627
813	0.00167550874
814	0.001672769892
815	0.001670128361
816	0.001668394742
817	0.00166577694
818	0.001661503202
819	0.001659837944
820	0.001656145564
821	0.001654005587
822	0.001650394987
823	0.001645652886
824	0.001643530989
825	0.001641017566
826	0.00163463436
827	0.001632671786
828	0.00163001726
829	0.001623853547
830	0.001621508768
831	0.001619490684
832	0.001617493223
833	0.001614922596
834	0.001611813267
835	0.001610161851
836	0.001608169474
837	0.001606194188
838	0.001604918338
839	0.001601503359
840	0.001599934146
841	0.001596550382
842	0.001592617888
843	0.001591058704
844	0.001589779746
845	0.00158784316
846	0.001585420557
847	0.001583839904
848	0.00158254894
849	0.0015810084
850	0.001579524499
851	0.001576313334
852	0.001574009092
853	0.001571572787
854	0.001570357389
855	0.001567356394
856	0.001564218817
857	0.001562790707
858	0.001556898745
859	0.001555403262
860	0.001553198879
861	0.001550681783
862	0.001548500705
863	0.001546673441
864	0.001545264399
865	0.001542841089
866	0.001540759728
867	0.001538935713
868	0.001537243902
869	0.001534813388
870	0.001530986827
871	0.001528033007
872	0.001522267034
873	0.001519404316
874	0.001517088492
875	0.001514121254
876	0.001510404298
877	0.00150909243
878	0.001506194967
879	0.001504101318
880	0.001501905975
881	0.001500542412
882	0.001498384216
883	0.001496204268
884	0.001494255394
885	0.001488734761
886	0.001486652553
887	0.001484287152
888	0.001482108475
889	0.001480038415
890	0.001478042506
891	0.001476059734
892	0.001474729929
893	0.001472503653
894	0.001470938113
895	0.001468753363
896	0.001466597426
897	0.001463974822
898	0.001461699393
899	0.001460509278
900	0.001458593172
901	0.001456493168
902	0.001455708703
903	0.001453673388
904	0.001451065049
905	0.001449023519
906	0.001446924362
907	0.001442055143
908	0.001440051043
909	0.001439301041
910	0.001437199624
911	0.001432128992
912	0.001430914583
913	0.001428823335
914	0.001426276437
915	0.001424444795
916	0.001422632362
917	0.001421543659
918	0.001419748458
919	0.001415120764
920	0.001413499857
921	0.001411521604
922	0.00140976129
923	0.001407242499
924	0.001404440516
925	0.001402676529
926	0.001400707034
927	0.001397354343
928	0.001395343039
929	0.001390382153
930	0.001387907995
931	0.001383858834
932	0.001382519284
933	0.001381169563
934	0.001379450351
935	0.001378131139
936	0.00137634992
937	0.001375039324
938	0.001372675478
939	0.001371974487
940	0.001369293267
941	0.001368298632
942	0.001366357385
943	0.00136562857
944	0.001363904697
945	0.001363228
946	0.001362490428
947	0.001357731378
948	0.001356827704
949	0.001355844369
950	0.001353945354
951	0.001352926001
952	0.001350674725
953	0.001348986727
954	0.001347949437
955	0.001346779237
956	0.001346125422
957	0.00134188078
958	0.001339576538
959	0.001337781195
960	0.001337143765
961	0.00133544927
962	0.001333553362
963	0.001332540365
964	0.001331498273
965	0.001329901942
966	0.001328860414
967	0.001327678491
968	0.001327012811
969	0.001326399674
970	0.001324633145
971	0.00132360433
972	0.00132300221
973	0.001321860682
974	0.001321228195
975	0.00132002678
976	0.001319405874
977	0.001318393443
978	0.001317446266
979	0.001315721968
980	0.001311411649
981	0.001306943984
982	0.001306306129
983	0.001304486069
984	0.001300177444
985	0.001298966142
986	0.001297813174
987	0.001296894245
988	0.001295902153
989	0.001294229268
990	0.00129186189
991	0.001291260476
992	0.001288865839
993	0.001288290837
994	0.001287342248
995	0.001286759196
996	0.001285044079
997	0.001283172889
998	0.001280755087
999	0.0012791637
